"genes" "slopes" "intercept" "p_val_slope" "p_val_intercept" "number_of_species"
"238" "dN.dS_ENSG00000080709" 0.00359547137964699 17.6194770426557 9.62737076970074e-05 1.94323967607207e-06 59
"239" "dN.dS_ENSG00000153187" 0.00253540395122409 19.9218912965957 0.0183773500709066 2.0240236921221e-06 54
"240" "dN.dS_ENSG00000106459" 0.00011929800187621 22.7176728258776 0.914103878901804 1.53300972372505e-08 45
"241" "dN.dS_ENSG00000116809" 0.00254651232325461 22.6309913682095 0.0114800531233354 1.03582756594913e-07 62
"242" "dN.dS_ENSG00000165699" 0.00421744148368033 20.1791598373132 3.00266669548395e-05 5.31067946182756e-07 66
"243" "dN.dS_ENSG00000113657" -0.000169008274188887 29.3979815906266 0.882327356999914 1.02514253594851e-09 58
"244" "dN.dS_ENSG00000108424" 0.00424776654169956 12.969021032653 4.15331969565312e-06 1.69409816960368e-05 49
"245" "dN.dS_ENSG00000119042" 0.0019339018235833 22.5839706069152 0.0941304294420155 1.73448591546073e-07 57
"246" "dN.dS_ENSG00000182979" 0.00290858443057399 21.3803188382234 0.00478964344452771 1.93845971354706e-07 59
"247" "dN.dS_ENSG00000110880" 0.00333251656016872 17.8069205662661 0.000479637814356584 7.81520235825583e-06 57
"248" "dN.dS_ENSG00000033800" 0.00210703368747907 23.3735195354451 0.0296371531280079 3.22434599744997e-08 60
"249" "dN.dS_ENSG00000127483" 0.000368382343936069 27.2478365650601 0.731748108269427 4.10560903329944e-09 59
"250" "dN.dS_ENSG00000166266" 0.000234903751865742 20.9332887262855 0.807821703351775 2.07566916884642e-08 42
"251" "dN.dS_ENSG00000186716" 0.0030085160220522 17.7565241100208 0.000834700878024318 2.56026474570419e-06 54
"252" "dN.dS_ENSG00000151923" 0.00293148022209648 8.68674114412748 6.60351700408556e-05 6.59636824103808e-05 31
"253" "dN.dS_ENSG00000163873" 0.00446528955951177 17.5038169765864 2.51018840849041e-06 2.29188374591001e-06 64
"254" "dN.dS_ENSG00000198176" 0.00282870903022704 12.0549439551955 0.000793515544200132 0.000124823369781173 40
"255" "dN.dS_ENSG00000137692" -0.00144351483991661 24.1134716096653 0.132536939502223 2.72511063304158e-10 41
"256" "dN.dS_ENSG00000109670" -0.000876864780019053 32.5397130421805 0.419233048000101 5.0977205998444e-12 67
"257" "dN.dS_ENSG00000110768" 0.00225852499819883 21.7698862849371 0.0213844352808557 7.19466368266102e-07 58
"258" "dN.dS_ENSG00000160551" 0.000449861827846461 25.5294615650398 0.656814783649643 2.20663731550015e-09 60
"259" "dN.dS_ENSG00000131323" 0.00533432245298269 15.8189444055045 1.68210276001844e-08 4.52613115750706e-06 64
"260" "dN.dS_ENSG00000136875" 0.00375731354954278 18.2094360191238 0.000455083841326424 3.81732448814323e-06 58
"261" "dN.dS_ENSG00000136875.1" 0.00375731354954278 18.2094360191238 0.000455083841326424 3.81732448814323e-06 58
"262" "dN.dS_ENSG00000100567" 0.00186582925704924 16.7314503694878 0.0506985010509269 1.22470802592109e-06 44
"263" "dN.dS_ENSG00000164742" -0.00236019446098424 27.1920825878492 0.0110162202722827 6.67702738401434e-11 40
"264" "dN.dS_ENSG00000168066" 0.0049664767461976 14.769310989863 2.33467223303252e-08 4.3585365639285e-06 59
"265" "dN.dS_ENSG00000105613" 0.00304918898194072 16.7475384819898 0.000800654142362502 1.56758257299613e-05 55
"266" "dN.dS_ENSG00000152413" 0.00514631465873165 15.1447253641606 1.62730258367732e-08 7.5373134968332e-06 66
"267" "dN.dS_ENSG00000118564" 0.00184587369802918 26.4334306079919 0.0778301888346368 7.14038513581691e-09 64
"268" "dN.dS_ENSG00000179134" 0.0026156115899329 23.303673900542 0.0213719810637392 4.39222232932749e-07 62
"269" "dN.dS_ENSG00000062725" 0.00368791641388522 19.5878978237268 0.000371112501650805 6.09945051621042e-07 62
"270" "dN.dS_ENSG00000124214" 0.00240750087463594 23.3322728614754 0.016640350097496 5.57668677415678e-08 64
"271" "dN.dS_ENSG00000189091" 0.00117830848072091 13.2779580679954 0.101679692566395 5.29000500103485e-06 39
"272" "dN.dS_ENSG00000051180" 0.00448190152728314 15.8331317945236 4.20598122744142e-07 2.1993211116637e-06 60
"273" "dN.dS_ENSG00000163399" 0.00328205841627186 23.695339975807 0.00181049783157123 5.96070391439643e-08 67
"274" "dN.dS_ENSG00000137203" 0.00277042392474755 15.5668332164258 0.00369056240415663 2.60398189855233e-06 44
"275" "dN.dS_ENSG00000102225" 0.00294655265862998 21.9698041954932 0.00307835930786973 4.96219380320488e-08 64
"276" "dN.dS_ENSG00000137693" 0.000692896864802838 25.0095505565008 0.524095598230918 2.00523786854995e-08 53
"277" "dN.dS_ENSG00000136937" -0.000503691563168128 25.2458071364456 0.654629027988219 2.85755979977856e-09 47
"278" "dN.dS_ENSG00000120948" -0.00117661201105597 26.1347511341465 0.260310094355563 2.17816818322393e-09 48
"279" "dN.dS_ENSG00000198700" 0.00240089921735847 18.5994861390359 0.0180286769796492 4.95797508943565e-07 52
"280" "dN.dS_ENSG00000100605" 0.00424876951659466 13.9924917650475 2.53029755402245e-06 8.31399651590219e-05 56
"281" "dN.dS_ENSG00000147140" 0.000202253403028672 19.3003599607786 0.802528381791203 7.75547425408618e-08 40
"282" "dN.dS_ENSG00000113712" 0.000696216033891479 8.96829420404633 0.1566358041957 0.000153281229436502 21
"283" "dN.dS_ENSG00000010671" 0.00190448928371221 22.0811117875649 0.0497169236232997 4.06734697719312e-08 56
"284" "dN.dS_ENSG00000082458" 0.00465380246621683 14.8078935924767 3.83547475676599e-06 2.53108307152191e-05 56
"285" "dN.dS_ENSG00000184226" 0.0034991484755246 21.5236761334608 0.000429731255891396 1.57711507925528e-07 65
"286" "dN.dS_ENSG00000048828" 0.0018536230414963 24.5253446963326 0.0640918821690673 3.50895447602395e-08 60
"287" "dN.dS_ENSG00000157404" -0.00231437609437665 38.9405193958914 0.0227207802553707 1.77724014416869e-14 62
"288" "dN.dS_ENSG00000182247" 0.00035300820547939 11.6442877940457 0.638440982092029 5.02397529392001e-05 24
"289" "dN.dS_ENSG00000115380" 0.00401485014784831 19.5263631946423 2.91659503973719e-05 1.58349945782263e-07 64
"290" "dN.dS_ENSG00000186908" 9.74778826411316e-05 20.6430416436896 0.918696805761062 1.92561313723795e-08 43
"291" "dN.dS_ENSG00000185811" 0.00203300924178 20.6725219187349 0.0276801401466523 3.86448345926456e-08 52
"292" "dN.dS_ENSG00000113161" 0.00369724495354805 19.2289119718038 0.000166235028813585 1.95933455042139e-06 62
"293" "dN.dS_ENSG00000117222" 0.00348088333355738 16.4824925715238 7.01714673974187e-05 1.84253605839397e-06 54
"294" "dN.dS_ENSG00000121390" 0.00198267965517585 23.4445157198727 0.0408686355726665 4.56305769239377e-08 62
